,Rank,Release,Domestic Gross,Max Th,Opening,% of Total,Open Th,Open,Close,Distributor,Year,id,budget,Worldwide Gross,Release_Date,Profit
1802,3,Beverly Hills Cop II,412165878.51471835,2326.0,26348555.0,0.171,2326.0,May 20,-,Paramount Pictures,1987,96.0,75102605.63380282,804576992.951338,1987-05-20,729474387.3175353
1803,4,"Good Morning, Vietnam",332389031.547007,1598.0,194308.0,0.002,4.0,Dec 25,-,Walt Disney Studios Motion Pictures,1987,801.0,34869066.90140845,332389031.547007,1987-12-25,297519964.6455986
1804,5,Moonstruck,216296920.4459155,1178.0,127599.0,0.002,7.0,Dec 18,-,Metro-Goldwyn-Mayer (MGM),1987,2039.0,40233538.73239437,216296920.4459155,1987-12-18,176063381.71352112
1805,6,The Untouchables,204575351.00975353,1501.0,10023094.0,0.131,1012.0,Jun 5,-,Paramount Pictures,1987,117.0,67055897.887323946,204575351.00975353,1987-06-05,137519453.12242958
1806,7,The Secret of My Success,179698752.84382042,1346.0,7766452.0,0.11599999999999999,1336.0,Apr 10,-,Universal Pictures,1987,10021.0,32186830.985915493,297719815.36142606,1987-04-10,265532984.37551057
1807,8,Stakeout,176151104.23913732,1364.0,5170403.0,0.079,951.0,Aug 7,-,Walt Disney Studios Motion Pictures,1987,10859.0,38892420.77464789,176222899.64788732,1987-08-07,137330478.87323943
1808,9,Lethal Weapon,174900897.98551056,1420.0,6829949.0,0.105,1256.0,Mar 6,-,Warner Bros.,1987,941.0,40233538.73239437,322404757.04225355,1987-03-06,282171218.30985916
1809,10,The Witches of Eastwick,171036823.32764086,1337.0,9454238.0,0.14800000000000002,1103.0,Jun 12,-,Warner Bros.,1987,6069.0,59009190.140845075,171036823.32764086,1987-06-12,112027633.18679579
1810,11,Dirty Dancing,170178164.50848594,1012.0,3900000.0,0.061,975.0,Aug 21,-,Vestron Pictures,1987,88.0,16093415.492957747,575546785.139824,1987-08-21,559453369.6468663
1811,12,Predator,160224832.2772535,1636.0,12031638.0,0.201,1623.0,Jun 12,-,Twentieth Century Fox,1987,106.0,40233538.73239437,263576773.39538732,1987-06-12,223343234.66299295
1812,13,Throw Momma from the Train,155344300.17908454,1623.0,7318878.0,0.126,1477.0,Dec 11,-,Orion Pictures,1987,11896.0,37551302.81690141,155344300.17908454,1987-12-11,117792997.36218312
1813,14,Dragnet,153926856.51612675,1343.0,10542669.0,0.184,1337.0,Jun 26,-,Universal Pictures,1987,10023.0,53644718.30985916,178905135.5633803,1987-06-26,125260417.25352114
1814,15,La Bamba,145418535.96859154,1251.0,5651990.0,0.10400000000000001,1251.0,Jul 24,-,Columbia Pictures,1987,16620.0,17434533.450704224,145418535.96859154,1987-07-24,127984002.51788732
1815,16,RoboCop,143297598.15195423,1601.0,8008721.0,0.15,1580.0,Jul 17,-,Orion Pictures,1987,5548.0,34869066.90140845,143297598.15195423,1987-07-17,108428531.25054578
1817,18,Broadcast News,137462992.05640846,848.0,197542.0,0.004,7.0,Dec 18,-,Twentieth Century Fox,1987,12626.0,53644718.30985916,180596285.3080986,1987-12-18,126951566.99823946
1818,19,The Living Daylights,137292651.30012324,1728.0,11051284.0,0.21600000000000003,1728.0,Jul 31,-,United Artists,1987,708.0,107289436.61971831,512805679.4691374,1987-07-31,405516242.84941906
1820,21,"Planes, Trains & Automobiles",132851895.92042254,1684.0,7009482.0,0.142,1118.0,Nov 25,-,Paramount Pictures,1987,2609.0,40233538.73239437,132770677.81690142,1987-11-25,92537139.08450705
1822,23,Full Metal Jacket,124342223.52598593,1075.0,2217307.0,0.048,215.0,Jun 26,-,Warner Bros.,1987,600.0,80467077.46478873,124342223.52598593,1987-06-26,43875146.06119719
1823,24,A Nightmare on Elm Street 3: Dream Warriors,120145988.8190493,1383.0,8880555.0,0.198,1343.0,Feb 27,-,New Line Cinema,1987,10072.0,10728943.661971832,120164169.01408452,1987-02-27,109435225.35211268
1824,25,The Last Emperor,117976081.42130281,877.0,149460.0,0.003,5.0,Nov 20,-,Columbia Pictures,1987,746.0,61691426.056338035,118018380.28169015,1987-11-20,56326954.225352116
1825,26,Wall Street,117610865.49681339,989.0,4104611.0,0.094,730.0,Dec 11,-,Twentieth Century Fox,1987,10673.0,40233538.73239437,117750156.69014086,1987-12-11,77516617.95774649
1826,27,Mannequin,114588326.26401408,978.0,6001208.0,0.14,932.0,Feb 13,-,Twentieth Century Fox,1987,10019.0,16093415.492957747,114531473.5915493,1987-02-13,98438058.09859157
1827,28,Roxanne,107425919.51204227,1124.0,4582398.0,0.114,847.0,Jun 19,-,Columbia Pictures,1987,11584.0,32186830.985915493,107425919.51204227,1987-06-19,75239088.52612677
1828,29,Blind Date,105470116.23177817,1390.0,7531273.0,0.192,1251.0,Mar 27,-,TriStar Pictures,1987,918.0,48280246.478873245,105470116.23177817,1987-03-27,57189869.75290493
1829,30,The Running Man,102252479.20519365,1694.0,8117465.0,0.213,1692.0,Nov 13,-,TriStar Pictures,1987,865.0,72420369.71830986,102252479.20519365,1987-11-13,29832109.48688379
1830,31,Spaceballs,102245446.38262324,1389.0,6613837.0,0.174,1384.0,Jun 26,-,Metro-Goldwyn-Mayer (MGM),1987,957.0,60886755.28169014,102193188.3802817,1987-06-26,41306433.09859156
1832,33,No Way Out,95244896.47473593,1130.0,4259460.0,0.12,806.0,Aug 14,-,Orion Pictures,1987,10083.0,40233538.73239437,95244896.47473593,1987-08-14,55011357.74234156
1833,34,Like Father Like Son,92208793.17491198,1277.0,7189452.0,0.209,1167.0,Oct 2,-,TriStar Pictures,1987,36914.0,28163477.112676058,92208793.17491198,1987-10-02,64045316.06223592
1834,35,Adventures in Babysitting,92184358.00572184,1148.0,2901297.0,0.084,1126.0,Jul 3,-,Walt Disney Studios Motion Pictures,1987,14367.0,18775651.408450704,92184358.00572184,1987-07-03,73408706.59727113
1836,37,*batteries not included,88368399.97794014,1367.0,3326530.0,0.10099999999999999,1328.0,Dec 18,-,Universal Pictures,1987,11548.0,67055897.887323946,174583509.0096303,1987-12-18,107527611.12230635
1837,38,The Lost Boys,86428526.49677818,1249.0,5236318.0,0.163,1027.0,Jul 31,-,Warner Bros.,1987,1547.0,22799005.281690143,86428526.49677818,1987-07-31,63629521.21508803
1838,39,Can't Buy Me Love,84822580.65815142,1283.0,4754732.0,0.15,1256.0,Aug 14,-,Walt Disney Studios Motion Pictures,1987,12919.0,4828024.647887324,84822580.65815142,1987-08-14,79994556.0102641
1840,41,The Princess Bride,82767936.9844014,803.0,206243.0,0.006999999999999999,9.0,Sep 25,-,Twentieth Century Fox,1987,2493.0,42915774.64788733,82881089.7887324,1987-09-25,39965315.14084507
1842,43,Harry and the Hendersons,79824985.05568662,1424.0,4154740.0,0.14,1418.0,Jun 5,-,Universal Pictures,1987,8989.0,26822359.15492958,134108075.51343311,1987-06-05,107285716.35850354
1843,44,Police Academy 4: Citizens on Patrol,75267142.0315669,1750.0,8482487.0,0.302,1750.0,Apr 3,-,Warner Bros.,1987,10587.0,45598010.563380286,205995718.30985916,1987-04-03,160397707.74647886
1844,45,Overboard,71651069.58867958,1135.0,1880006.0,0.07,1126.0,Dec 18,-,Metro-Goldwyn-Mayer (MGM),1987,10780.0,59009190.140845075,71615698.94366197,1987-12-18,12606508.802816898
1845,46,Baby Boom,71649162.51894367,892.0,1357413.0,0.051,195.0,Oct 9,-,United Artists,1987,11215.0,40233538.73239437,71649162.51894367,1987-10-09,31415623.7865493
1846,47,Innerspace,69453307.17095071,1603.0,4739913.0,0.183,1603.0,Jul 3,-,Warner Bros.,1987,2614.0,72420369.71830986,69469910.2112676,1987-07-03,-2950459.507042259
1848,49,Black Widow,67606990.07852113,754.0,3426831.0,0.136,735.0,Feb 6,-,Twentieth Century Fox,1987,19345.0,28163477.112676058,67606990.07852113,1987-02-06,39443512.96584508
1849,50,Ernest Goes to Camp,63057708.75144366,1541.0,6171957.0,0.263,1541.0,May 22,-,Walt Disney Studios Motion Pictures,1987,18935.0,8046707.746478873,63057708.75144366,1987-05-22,55011001.00496479
1850,1,Top Gun,491475785.44759125,1531.0,8193052.0,0.046,1028.0,May 16,Dec 11,Paramount Pictures,1986,744.0,41701916.058394164,992034651.3312227,1986-05-16,950332735.2728285
1851,2,Crocodile Dundee,485976075.595,1495.0,8038855.0,0.046,879.0,Sep 26,-,Paramount Pictures,1986,9671.0,13900638.686131388,912447670.4855111,1986-09-26,898547031.7993797
1852,3,Platoon,385132666.2101277,1564.0,241080.0,0.002,6.0,Dec 19,-,Orion Pictures,1986,792.0,16680766.423357666,385132666.2101277,1986-12-19,368451899.78677005
1853,4,The Karate Kid Part II,320003764.683011,1610.0,12652336.0,0.11,1323.0,Jun 20,-,Columbia Pictures,1986,8856.0,36141660.58394161,320003764.683011,1986-06-20,283862104.09906936
1854,5,Star Trek IV: The Voyage Home,305016521.4111679,1956.0,16881888.0,0.154,1349.0,Nov 26,-,Paramount Pictures,1986,168.0,66723065.69343066,369756989.0510949,1986-11-26,303033923.3576642
1855,6,Back to School,253708897.04379565,1751.0,8881035.0,0.09699999999999999,1605.0,Jun 13,-,Orion Pictures,1986,15596.0,30581405.109489053,253708897.04379565,1986-06-13,223127491.9343066
1856,7,Aliens,236756367.57386863,1454.0,10052042.0,0.11800000000000001,1437.0,Jul 18,-,Twentieth Century Fox,1986,679.0,51432363.138686135,509643161.2354927,1986-07-18,458210798.0968066
1857,8,The Golden Child,221904060.58187956,1714.0,11549711.0,0.145,1667.0,Dec 12,-,Paramount Pictures,1986,10136.0,69503193.43065694,221904066.14213505,1986-12-12,152400872.7114781
1858,9,Ruthless People,199126312.78337592,1114.0,5274306.0,0.07400000000000001,1111.0,Jun 27,-,Walt Disney Studios Motion Pictures,1986,12151.0,30581405.109489053,199057145.98540148,1986-06-27,168475740.87591243
1859,10,Ferris Bueller's Day Off,194988064.84523723,1330.0,6275647.0,0.08900000000000001,1330.0,Jun 11,-,Paramount Pictures,1986,9377.0,16680766.423357666,194886954.37956205,1986-06-11,178206187.95620438
1860,11,Down and Out in Beverly Hills,172741082.35355842,1084.0,5726495.0,0.092,806.0,Jan 31,-,Walt Disney Studios Motion Pictures,1986,9941.0,38921788.321167886,172741082.35355842,1986-01-31,133819294.03239053
1861,12,The Color of Money,145383949.84821168,1205.0,6357877.0,0.122,635.0,Oct 17,-,Walt Disney Studios Motion Pictures,1986,11873.0,38365762.773722626,145383949.84821168,1986-10-17,107018187.07448906
1862,13,Stand by Me,145365689.96923357,848.0,242795.0,0.005,16.0,Aug 8,-,Columbia Pictures,1986,235.0,22241021.89781022,145400680.65693432,1986-08-08,123159658.7591241
1863,14,Legal Eagles,138593790.88395986,1248.0,8043360.0,0.161,1248.0,Jun 20,-,Universal Pictures,1986,9930.0,111205109.4890511,258973321.90585768,1986-06-20,147768212.41680658
1864,15,Cobra,136343647.23766422,2131.0,12653032.0,0.258,2131.0,May 23,-,Warner Bros.,1986,9874.0,69503193.43065694,136343647.23766422,1986-05-23,66840453.80700728
1865,16,An American Tail,132008810.9069708,1249.0,5234446.0,0.11,1246.0,Nov 21,-,Universal Pictures,1986,4978.0,25021149.6350365,235037564.7208394,1986-11-21,210016415.0858029
1866,17,Police Academy 3: Back in Training,121155639.82140513,1788.0,9049586.0,0.20800000000000002,1788.0,Mar 21,-,Warner Bros.,1986,12118.0,33361532.84671533,299141744.52554744,1986-03-21,265780211.6788321
1867,18,Heartbreak Ridge,118778224.70742701,1647.0,8100840.0,0.19,1470.0,Dec 5,-,Warner Bros.,1986,10015.0,41701916.058394164,118711454.37956205,1986-12-05,77009538.32116789
1868,19,Peggy Sue Got Married,115049584.10932483,1107.0,6942408.0,0.168,865.0,Oct 10,-,TriStar Pictures,1986,10013.0,50042299.270073,115049584.10932483,1986-10-10,65007284.83925183
1869,20,Poltergeist II: The Other Side,113975965.50027373,1599.0,12357190.0,0.301,1596.0,May 23,-,Metro-Goldwyn-Mayer (MGM),1986,11133.0,52822427.007299274,113975965.50027373,1986-05-23,61153538.49297446
1870,21,Short Circuit,113144974.19910584,1310.0,5346808.0,0.131,1033.0,May 9,-,TriStar Pictures,1986,2605.0,27801277.372262776,113144974.19910584,1986-05-09,85343696.82684307
1871,22,Pretty in Pink,112516392.87797447,1117.0,6065870.0,0.15,827.0,Feb 28,-,Paramount Pictures,1986,11522.0,25021149.6350365,112516392.87797447,1986-02-28,87495243.24293797
1872,23,The Fly,112474418.5093978,1201.0,7007423.0,0.17300000000000001,1195.0,Aug 15,-,Twentieth Century Fox,1986,9426.0,41701916.058394164,168556806.6206022,1986-08-15,126854890.56220803
1873,24,Three Amigos!,109110933.7889416,1466.0,5939000.0,0.151,1385.0,Dec 12,-,Orion Pictures,1986,8388.0,69503193.43065694,108981007.29927008,1986-12-12,39477813.86861314
1874,25,Little Shop of Horrors,107725487.71249999,1183.0,3659884.0,0.094,866.0,Dec 19,-,Warner Bros.,1986,10776.0,69503193.43065694,107868956.20437957,1986-12-19,38365762.77372263
1875,26,About Last Night,107597365.52572994,887.0,3152469.0,0.081,642.0,Jul 4,-,TriStar Pictures,1986,18169.0,23631085.76642336,107597365.52572994,1986-07-04,83966279.75930658
1877,28,The Money Pit,104253819.88140512,1193.0,5344555.0,0.14300000000000002,1189.0,Mar 28,-,Universal Pictures,1986,10466.0,27801277.372262776,152906055.282865,1986-03-28,125104777.91060221
1878,29,Gung Ho,101784952.46551095,1175.0,7170830.0,0.196,1150.0,Mar 14,-,Paramount Pictures,1986,13698.0,36141660.58394161,101784952.46551095,1986-03-14,65643291.88156934
1879,30,Hannah and Her Sisters,98394845.24184307,761.0,1265826.0,0.036000000000000004,54.0,Feb 7,Sep 11,Orion Pictures,1986,5143.0,17792817.518248174,111438754.20421533,1986-02-07,93645936.68596716
1880,31,Nothing in Common,89866397.50925183,980.0,3279650.0,0.10099999999999999,618.0,Aug 1,-,TriStar Pictures,1986,29968.0,33361532.84671533,89866397.50925183,1986-08-01,56504864.6625365
1883,34,Jumpin' Jack Flash,82970412.9826825,1085.0,6006610.0,0.201,1080.0,Oct 10,-,Twentieth Century Fox,1986,10945.0,50042299.270073,82970412.9826825,1986-10-10,32928113.7126095
1884,35,Hoosiers,79532570.96576643,1048.0,220068.0,0.008,30.0,Nov 14,-,Orion Pictures,1986,5693.0,25021149.6350365,79511653.28467153,1986-11-14,54490503.64963503
1885,36,Soul Man,77343153.64963505,1320.0,4422179.0,0.159,1282.0,Oct 24,-,New World Pictures,1986,12278.0,12510574.81751825,97304470.80291972,1986-10-24,84793895.98540147
1887,38,The Great Mouse Detective,70439523.77178831,1198.0,3220225.0,0.127,1138.0,Jul 4,-,Walt Disney Studios Motion Pictures,1986,9994.0,38921788.321167886,107312930.6569343,1986-07-04,68391142.33576642
1888,39,Heartburn,70376678.98428832,850.0,5783079.0,0.228,843.0,Jul 25,-,Paramount Pictures,1986,13818.0,41701916.058394164,146234718.9781022,1986-07-25,104532802.91970804
1890,41,Iron Eagle,67167530.2750365,1129.0,6104754.0,0.253,1080.0,Jan 17,-,TriStar Pictures,1986,11037.0,50042299.270073,67167530.2750365,1986-01-17,17125231.004963502
1892,43,Tough Guys,59656617.63465329,1266.0,4565342.0,0.213,856.0,Oct 3,-,Walt Disney Studios Motion Pictures,1986,11038.0,27801277.372262776,59656617.63465329,1986-10-03,31855340.262390517
1893,44,A Room with a View,58289948.54094891,150.0,42970.0,0.002,1.0,Mar 7,-,Cinecom Pictures,1986,11257.0,8340383.211678833,58289948.54094891,1986-03-07,49949565.32927008
1894,45,F/X,57280959.561405115,914.0,3240695.0,0.157,914.0,Feb 7,-,Orion Pictures,1986,9873.0,27801277.372262776,57280959.561405115,1986-02-07,29479682.18914234
1895,46,Friday the 13th Part VI: Jason Lives,54134805.7665511,1610.0,6750837.0,0.34700000000000003,1610.0,Aug 1,-,Paramount Pictures,1986,10225.0,8340383.211678833,54212490.87591241,1986-08-01,45872107.66423358
1896,47,House,54058557.98322993,1440.0,5923972.0,0.305,1440.0,Feb 28,-,New World Pictures,1986,11415.0,8340383.211678833,54058557.98322993,1986-02-28,45718174.771551095
1897,48,Flight of the Navigator,51611995.53217154,1024.0,3115097.0,0.168,952.0,Jul 30,-,Walt Disney Studios Motion Pictures,1986,10122.0,25021149.6350365,51611995.53217154,1986-07-30,26590845.89713504
1899,50,The Delta Force,49399811.75000001,1720.0,5959505.0,0.335,1720.0,Feb 14,-,Cannon Film Distributors,1986,16113.0,25021149.6350365,49399811.75000001,1986-02-14,24378662.11496351
1900,1,Back to the Future,599918796.6481785,1550.0,11152500.0,0.053,1420.0,Jul 3,-,Universal Pictures,1985,105.0,53804256.50557621,1079227757.4435315,1985-07-03,1025423500.9379553
1901,2,Rambo: First Blood Part II,425946867.6697398,2074.0,20176217.0,0.134,2074.0,May 22,-,TriStar Pictures,1985,1369.0,124599330.8550186,850674836.7217844,1985-05-22,726075505.8667657
1902,3,Rocky IV,362113169.26237917,2254.0,19991537.0,0.156,1325.0,Nov 27,-,United Artists,1985,1374.0,87785892.19330856,850956793.6802975,1985-11-27,763170901.4869889
1903,4,The Color Purple,266687463.4340892,1109.0,1710333.0,0.018000000000000002,192.0,Dec 20,-,Warner Bros.,1985,873.0,42477044.60966543,414292775.0929368,1985-12-20,371815730.48327136
1904,5,Out of Africa,246568497.26682156,1102.0,3637290.0,0.042,922.0,Dec 20,-,Universal Pictures,1985,606.0,87785892.19330856,644275402.341171,1985-12-20,556489510.1478624
1905,6,Cocoon,215537370.9019331,1163.0,7936427.0,0.10400000000000001,1140.0,Jun 21,-,Twentieth Century Fox,1985,10328.0,49556552.044609666,241552793.6802974,1985-06-21,191996241.63568774
1906,7,The Jewel of the Nile,215141133.70260227,1490.0,6645455.0,0.087,1106.0,Dec 13,-,Twentieth Century Fox,1985,10303.0,70795074.34944238,274118527.88104093,1985-12-13,203323453.53159857
1907,8,Witness,194564667.1104647,1169.0,4539990.0,0.066,876.0,Feb 8,-,Paramount Pictures,1985,9281.0,33981635.68773235,194544864.31226766,1985-02-08,160563228.62453532
1908,9,The Goonies,173843478.39553905,1705.0,9105913.0,0.14800000000000002,1705.0,Jun 7,-,Warner Bros.,1985,9340.0,53804256.50557621,173843478.39553905,1985-06-07,120039221.88996284
1909,10,Spies Like Us,170160152.26728624,1700.0,8614039.0,0.14300000000000002,1556.0,Dec 6,-,Warner Bros.,1985,9080.0,62299665.4275093,170160152.26728624,1985-12-06,107860486.83977693
1910,11,Police Academy 2: Their First Assignment,157448245.35315984,1613.0,10675896.0,0.192,1613.0,Mar 29,-,Warner Bros.,1985,10157.0,21521702.602230486,157448245.35315984,1985-03-29,135926542.75092936
1911,12,Fletch,143325726.76,1303.0,7022970.0,0.139,1225.0,May 31,-,Universal Pictures,1985,9749.0,22654423.79182156,168811953.52579927,1985-05-31,146157529.7339777
1912,13,A View to a Kill,142518866.80223048,1588.0,10687114.0,0.212,1583.0,May 24,-,Metro-Goldwyn-Mayer (MGM),1985,707.0,84954089.21933086,431645950.44535315,1985-05-24,346691861.2260223
1913,14,National Lampoon's European Vacation,139790880.5570818,1547.0,12329627.0,0.25,1546.0,Jul 26,-,Warner Bros.,1985,11418.0,48140650.55762082,139891066.91449815,1985-07-26,91750416.35687733
1914,15,Mask,136578316.18702602,1024.0,135499.0,0.003,4.0,Mar 8,-,Universal Pictures,1985,11177.0,21238522.304832716,120068446.09665428,1985-03-08,98829923.79182157
1915,16,The Breakfast Club,129909445.66953532,1118.0,5107599.0,0.111,1071.0,Feb 15,-,Universal Pictures,1985,2108.0,2831802.973977695,145909132.4725093,1985-02-15,143077329.4985316
1917,18,Pale Rider,117266569.61650558,1710.0,9119111.0,0.22,1710.0,Jun 28,-,Warner Bros.,1985,8879.0,19539440.5204461,117236643.12267658,1985-06-28,97697202.60223049
1918,19,Pee-wee's Big Adventure,115935888.40821561,894.0,4545847.0,0.111,829.0,Aug 9,-,Warner Bros.,1985,5683.0,16990817.843866173,115820741.63568774,1985-08-09,98829923.79182157
1919,20,Brewster's Millions,115631384.63442379,1521.0,9858905.0,0.24100000000000002,1521.0,May 22,-,Universal Pictures,1985,11064.0,56636059.47955391,129790399.50431228,1985-05-22,73154340.02475837
1921,22,Jagged Edge,114663001.46682157,1139.0,4094091.0,0.10099999999999999,1125.0,Oct 4,-,Columbia Pictures,1985,12235.0,42477044.60966543,114688020.44609666,1985-10-04,72210975.83643124
1923,24,Mad Max Beyond Thunderdome,102596841.91206321,1475.0,7283714.0,0.201,1474.0,Jul 12,-,Warner Bros.,1985,9355.0,28318029.739776954,102596841.91206321,1985-07-12,74278812.17228626
1924,25,Commando,99396284.38661711,1504.0,7700015.0,0.21899999999999997,1495.0,Oct 4,-,Twentieth Century Fox,1985,10999.0,28318029.739776954,162828671.00371748,1985-10-04,134510641.2639405
1925,26,Teen Wolf,93694763.42864314,1425.0,6120348.0,0.185,1416.0,Aug 23,-,Atlantic Releasing Corporation,1985,11824.0,3398163.5687732343,226544237.91821563,1985-08-23,223146074.3494424
1927,28,Silverado,91163015.46598513,1190.0,3522897.0,0.109,1168.0,Jul 12,-,Columbia Pictures,1985,11509.0,65131468.40148699,91184055.76208179,1985-07-12,26052587.360594794
1928,29,Murphy's Romance,87410749.09433085,1046.0,47906.0,0.002,2.0,Dec 27,-,Columbia Pictures,1985,34322.0,36813438.66171004,87410749.09433085,1985-12-27,50597310.43262081
1929,30,A Nightmare on Elm Street 2: Freddy's Revenge,84951860.59039032,614.0,2865475.0,0.096,522.0,Nov 1,-,New Line Cinema,1985,10014.0,8495408.921933087,84954089.21933086,1985-11-01,76458680.29739778
1930,31,Desperately Seeking Susan,77587391.6539777,1108.0,1526098.0,0.055999999999999994,268.0,Mar 29,-,Orion Pictures,1985,8130.0,14159014.869888477,77591401.48698886,1985-03-29,63432386.61710038
1932,33,The Last Dragon,72931058.02386618,1039.0,5254359.0,0.204,1038.0,Mar 22,-,TriStar Pictures,1985,13938.0,28318029.739776954,72931058.02386618,1985-03-22,44613028.28408922
1934,35,Fright Night,70574864.85477695,1545.0,6118543.0,0.24600000000000002,1542.0,Aug 2,-,Columbia Pictures,1985,11797.0,25486226.765799258,70574864.85477695,1985-08-02,45088638.088977695
1937,38,Weird Science,67493328.00832714,1172.0,4895421.0,0.205,1158.0,Aug 2,-,Universal Pictures,1985,11814.0,21238522.304832716,110253552.91539033,1985-08-02,89015030.61055762
1938,39,Santa Claus: The Movie,67162695.18849443,1585.0,5647160.0,0.23800000000000002,970.0,Nov 27,-,TriStar Pictures,1985,13764.0,141590148.69888476,67162695.18849443,1985-11-27,-74427453.51039033
1939,40,The Care Bears Movie,64946330.78665428,1003.0,3725001.0,0.162,1003.0,Mar 29,-,The Samuel Goldwyn Company,1985,11243.0,5663605.94795539,96281301.11524165,1985-03-29,90617695.16728626
1940,41,Friday the 13th: A New Beginning,62102622.91297398,1759.0,8032883.0,0.366,1759.0,Mar 22,-,Paramount Pictures,1985,9731.0,6229966.5427509295,62016485.13011153,1985-03-22,55786518.5873606
1941,42,The Black Cauldron,60285381.31769517,1276.0,4180110.0,0.196,1276.0,Jul 26,-,Walt Disney Studios Motion Pictures,1985,10957.0,70795074.34944238,60317403.34572491,1985-07-26,-10477671.003717467
1942,43,Porky's Revenge,58105496.201765805,1423.0,6207507.0,0.303,1423.0,Mar 22,-,Twentieth Century Fox,1985,23919.0,25486226.765799258,58051960.96654275,1985-03-22,32565734.200743493
1943,44,Code of Silence,57614053.78644982,1810.0,5512461.0,0.271,1810.0,May 3,-,Orion Pictures,1985,20721.0,19822620.817843866,57614053.78644982,1985-05-03,37791432.96860595
1944,45,Volunteers,56284179.64200743,1560.0,5184360.0,0.261,1560.0,Aug 16,-,TriStar Pictures,1985,19259.0,28318029.739776954,56284179.64200743,1985-08-16,27966149.90223048
1945,46,Young Sherlock Holmes,55898587.190055765,1502.0,2538234.0,0.129,920.0,Dec 6,-,Paramount Pictures,1985,11904.0,50972453.531598516,180385849.4423792,1985-12-06,129413395.9107807
1946,47,Year of the Dragon,52975857.85438662,982.0,4093079.0,0.21899999999999997,982.0,Aug 16,-,Metro-Goldwyn-Mayer (MGM),1985,11018.0,67963271.3754647,52975857.85438662,1985-08-16,-14987413.521078072
1947,48,Ladyhawke,52195792.41635688,1056.0,3450536.0,0.187,1056.0,Apr 12,-,Warner Bros.,1985,526.0,56636059.47955391,52195792.41635688,1985-04-12,-4440267.063197032
1948,49,The Sure Thing,51356250.62046469,1115.0,3124782.0,0.172,1115.0,Mar 1,-,Metro-Goldwyn-Mayer (MGM),1985,8992.0,12743113.382899629,51356250.62046469,1985-03-01,38613137.23756506
1949,50,Invasion U.S.A.,49659221.8932342,1735.0,6891609.0,0.39299999999999996,1735.0,Sep 27,-,Cannon Film Distributors,1985,15983.0,33981635.68773235,49659221.8932342,1985-09-27,15677586.205501854
1950,1,Beverly Hills Cop,688469558.8792685,2006.0,15214805.0,0.065,1532.0,Dec 5,-,Paramount Pictures,1984,90.0,41057054.86044273,927773535.7801347,1984-12-05,886716480.9196919
1951,2,Ghostbusters,672288712.553205,1506.0,13578151.0,0.059000000000000004,1339.0,Jun 8,-,Columbia Pictures,1984,620.0,87979403.27237728,868612082.2469488,1984-06-08,780632678.9745716
1952,3,Indiana Jones and the Temple of Doom,527495970.3006929,1687.0,25337110.0,0.141,1687.0,May 23,-,Paramount Pictures,1984,87.0,82114109.72088546,976571376.3233879,1984-05-23,894457266.6025023
1953,4,Gremlins,434525753.55359,1537.0,12511634.0,0.084,1511.0,Jun 8,Nov 29,Warner Bros.,1984,927.0,32259114.533205003,448938665.5014821,1984-06-08,416679550.9682771
1954,5,The Karate Kid,266329953.35626563,1111.0,5031753.0,0.055,931.0,Jun 22,-,Columbia Pictures,1984,1885.0,23461174.205967274,382542615.7822137,1984-06-22,359081441.57624644
1955,6,Police Academy,238127674.6832339,1587.0,8570007.0,0.106,1063.0,Mar 23,-,Warner Bros.,1984,9336.0,13196910.490856592,238127674.6832339,1984-03-23,224930764.1923773
1956,7,Footloose,234715563.6208277,1384.0,8556935.0,0.107,1384.0,Feb 17,-,Paramount Pictures,1984,1788.0,24047703.561116457,234715563.6208277,1984-02-17,210667860.05971125
1957,8,Romancing the Stone,224559326.8823484,1110.0,5105741.0,0.067,823.0,Mar 30,-,Twentieth Century Fox,1984,9326.0,29326467.757459093,253885794.6398075,1984-03-30,224559326.8823484
1958,9,Star Trek III: The Search for Spock,224262566.4898171,1966.0,16673295.0,0.218,1966.0,Jun 1,-,Paramount Pictures,1984,157.0,52787641.96342637,255140269.48989412,1984-06-01,202352627.52646774
1959,10,Splash,204761310.0333782,1186.0,6174059.0,0.08800000000000001,829.0,Mar 9,-,Walt Disney Studios Motion Pictures,1984,2619.0,23461174.205967274,204698744.94706446,1984-03-09,181237570.74109718
1960,11,Purple Rain,200572443.48271415,1022.0,7766201.0,0.114,917.0,Jul 27,-,Warner Bros.,1984,13763.0,21115056.785370547,200572443.48271415,1984-07-27,179457386.6973436
1961,12,Amadeus,151219819.48565927,802.0,505276.0,0.01,25.0,Sep 21,Aug 15,Orion Pictures,1984,279.0,52787641.96342637,263938209.81713185,1984-09-21,211150567.85370547
1963,14,The Natural,140626216.60498554,1012.0,5088381.0,0.106,989.0,May 11,-,TriStar Pictures,1984,11393.0,82114109.72088546,140767045.23580366,1984-05-11,58652935.51491821
1966,17,2010,118480856.4890664,1213.0,7393361.0,0.183,1126.0,Dec 7,-,Metro-Goldwyn-Mayer (MGM),1984,4437.0,82114109.72088546,118478929.74013475,1984-12-07,36364820.01924929
1967,18,Breakin',113442715.9606737,1121.0,6047686.0,0.156,1069.0,May 4,-,Cannon Film Distributors,1984,15259.0,3519176.130895091,113442715.9606737,1984-05-04,109923539.82977861
